VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__
V00126,52539,26522,MEND-X Concrete Repair "A" In 55Gal Drum,3300.00,55,3300.00,55,0,0,,2,,26522,110,,,
V00126,52539,26523,MEND-X Concrete Repair "B" In 55Gal Drum,3300.00,55,3300.00,55,0,0,,2,,26523,110,,,
V02345,52567,,Quote: QC19655_82319 r2,30430.00,,30430.00,,0,0,,19,,,1097,,,
V00227,52568,,,6.62,,6.62,,0,0,,2,,,1899,,,
V00227,52568,,,15.97,,15.97,,0,0,,2,,,1084,,,
V00227,52568,,,3.92,,3.92,,0,0,,2,,,1084,,,
V00227,52568,2095,Nipple 3/4,21.80,10,21.80,10,0,0,,2,,2095,110,,,
V00227,52568,2116,Tee 3/4 FNPT X 3,39.60,10,39.60,10,0,0,,2,,2116,110,,,
V03521,52594,25274,Deep Dyed Color Stable 36" 20%,407.04,4,407.04,4,0,0,,2,,25274,110,,,
V03521,52594,25293,Deep Dyed Color Stable 40" 50%,124.73,1,124.73,1,0,0,,2,,25293,110,,,
V03521,52594,25373,Nano-Ceramic IR 40" 50%,276.67,1,276.67,1,0,0,,2,,25373,110,,,
V02891,52609,22235,UL KG "A" ISO 5 Gal Pail,275.00,47,275.00,47,0,0,,19,,22235,110,,,
V02891,52609,26414,UL KG "B" Black Resin 5 Gal Pail Custom,175.00,44,175.00,44,0,0,,19,,26414,110,,,
V02891,52616,26533,N-Methyl Pyrrolidone (55Gal Drum),2115.00,944,2115.00,944,0,0,,19,,26533,110,,,
V00978,52628,26604,XS-100 "A" In 55 Gal Drum,47589.84,19600,47589.84,19600,0,0,,9,,26604,110,,,.00
V00978,52628,26610,XS-BK100 "B" In 55 Gal Drum,42248.124,17400,42248.124,17400,0,0,,9,,26610,110,,,.00
V00978,52628,1675,GST,.00,-1,.00,-1,0,0,,9,,1675,1287,,,
V00978,52628,1675,PST,.00,-1,.00,-1,0,0,,9,,1675,1291,,,
V00978,52629,26604,XS-100 "A" In 55 Gal Drum,42830.853,17640,42830.853,17640,0,0,,9,,26604,110,,,.00
V00978,52629,26610,XS-BK100 "B" In 55 Gal Drum,38023.31,15660,38023.31,15660,0,0,,9,,26610,110,,,.00
V00978,52629,26605,XS-100 "B" Natural (55 Gal),8449.626,3480,8449.626,3480,0,0,,9,,26605,110,,,.00
V00978,52629,1675,GST,.00,-1,.00,-1,0,0,,9,,1675,1287,,,
V00978,52629,1675,PST,.00,-1,.00,-1,0,0,,9,,1675,1291,,,
V02793,52640,30785,UL 4 LB FOAM JACKING SIDE A,6750.00,5000,6750.00,5000,0,0,,19,,30785,110,,,
V02793,52640,30786,UL 4 LB FOAM JACKING SIDE B,6750.00,5000,6750.00,5000,0,0,,19,,30786,110,,,
V02564,52661,21281,1" SHAFT ALL MACHINED- 77 INCHES- 316 STAINLESS,690.00,1,690.00,1,0,0,,19,,21281,110,,,
V02564,52661,15877,PROPELLER AMP-PROP-14-316SS-1.0,730.00,1,730.00,1,0,0,,19,,15877,110,,,
V02564,52661,17497,MOTOR SKID MIXER 1.5 HP TEFC 3PHASE 208-230/460//190 -220/380-415,467.00,1,467.00,1,0,0,,19,,17497,110,,,
V02564,52661,14685,AMP- 5:1 56C - 56C FRAME INTERFACE 5:1 REDUCTION,618.00,1,618.00,1,0,0,,19,,14685,110,,,
V02891,52664,2457,BLOCK SIDE ISO P2,64.02,1,64.02,1,0,0,,19,,2457,110,,,
V02891,52664,2757,Kit Filter Gc2496 10 Pack,25.83,1,25.83,1,0,0,,19,,2757,110,,,
V02891,52664,26783,Dibasic Ester Flush In 5 Gal Pail,64.80,40,64.80,40,0,0,,19,,26783,110,,,
V02891,52664,17460,Freight Charge776287848096,53.88,1,53.88,1,0,0,,19,,17460,1767,,,
V02039,52686,13108,2019 RAM 1500 Classic 4X4 CCVIN# 1C6RR7LT7KS634240Decals Retractable Rear Bumper StepLabor,94.05,1,94.05,1,0,0,,2,,13108,1892,,,
V02641,52702,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,52702,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02458,52713,29421,CABLE HARNESS MOTOR E-30,315.60,2,315.60,2,0,0,,19,,29421,110,,,
V02458,52713,13935,24B627 KIT 1050 PTFE 2 PIECE DIA,4879.00,20,4879.00,20,0,0,,19,,13935,110,,,
V02458,52713,2789,Kitdisplace Rod Repair 120,2199.00,5,2199.00,5,0,0,,19,,2789,110,,,
V02458,52713,2768,Drain Valve Kit Iso,2174.40,12,2174.40,12,0,0,,19,,2768,110,,,
V02458,52713,21236,KIT REPAIR AIR VALVE MDM SMT,2598.45,15,2598.45,15,0,0,,19,,21236,110,,,
V02458,52713,2676,KitManifoldStrainerWYE 247503 DROP SHIP,1270.80,6,1270.80,6,0,0,,19,,2676,110,,,
V02458,52713,13905,255629 NON SS FLUID MANIFOLD ASSY,1944.00,2,1944.00,2,0,0,,19,,13905,110,,,
V02458,52713,13981,24E893 CABLE 4 PIN MOLDED,924.00,8,924.00,8,0,0,,19,,13981,110,,,
V02458,52713,2419,Filteroil 18-23 Psi Bypass,126.00,10,126.00,10,0,0,,19,,2419,110,,,
V02458,52713,13932,24B621 KIT 1050  CENTER REBUILD,1536.80,8,1536.80,8,0,0,,19,,13932,110,,,
V02458,52713,2493,FILTER 20 MESH,1207.43,47,1207.43,47,0,0,,19,,2493,110,,,
V02458,52713,10365,GASKET STRAINER WYE INLET,945.00,105,945.00,105,0,0,,19,,10365,110,,,
V02458,52713,2459,FilterValvecheck 16P010,1408.50,30,1408.50,30,0,0,,19,,2459,110,,,
V02458,52713,12974,KITREPAIRAIR PURGE RD,234.60,2,234.60,2,0,0,,19,,12974,110,,,
V02458,52713,2827,AR5252 KIT RPR AIR PURGE ROUND 02,703.80,6,703.80,6,0,0,,19,,2827,110,,,
V02458,52713,2525,Fitting  191892,219.60,15,219.60,15,0,0,,19,,2525,110,,,
V02458,52713,2603,Drain Valve Replacement Kit 239914,69.00,1,69.00,1,0,0,,19,,2603,110,,,
V02458,52713,3016,23960-01 Mix Chamber,8025.00,50,8025.00,50,0,0,,19,,3016,110,,,
V02458,52713,11322,KITFTSRTDSINGLE HOSE DROP SHIP,5538.00,10,5538.00,10,0,0,,19,,11322,110,,,
V02458,52713,13040,KitRepairsleeve,2184.00,10,2184.00,10,0,0,,19,,13040,110,,,
V02458,52713,12644,KITREPAIRSEALS T1,714.00,10,714.00,10,0,0,,19,,12644,110,,,
V02458,52713,2690,KitRepairSealst1Upper,357.00,10,357.00,10,0,0,,19,,2690,110,,,
V02458,52713,12611,KitRepairSealst1Lower,543.00,10,543.00,10,0,0,,19,,12611,110,,,
V02458,52713,13695,122242 CABLE M8 4-PIN MF  2.5M ,342.00,6,342.00,6,0,0,,19,,13695,110,,,
V02458,52713,2776,Kit "A" Side Valve,3446.40,32,3446.40,32,0,0,,19,,2776,110,,,
V02458,52713,2777,B Side Valve Kit,1723.20,16,1723.20,16,0,0,,19,,2777,110,,,
V02458,52713,2384,Wire Harness 15B380,219.00,1,219.00,1,0,0,,19,,2384,110,,,
V02458,52713,2307,CHECK VALVE INLET,189.12,8,189.12,8,0,0,,19,,2307,110,,,
V02458,52713,2788,Kit U-Cup Repair 120,1278.00,6,1278.00,6,0,0,,19,,2788,110,,,
V02458,52713,12877,KIT MANUAL VALVE,1446.00,40,1446.00,40,0,0,,19,,12877,110,,,
V02458,52713,12735,KIT RETAINER,1002.00,20,1002.00,20,0,0,,19,,12735,110,,,
V02458,52713,13692,121319 FITTING ADAPTER 1/2 NPT X 1/2 JIC,42.90,10,42.90,10,0,0,,19,,13692,110,,,
V02458,52713,25703,SCREW SCREENISO,122.40,2,122.40,2,0,0,,19,,25703,110,,,
V02458,52713,14174,297193 SCREEN GUN BLOCK 100 MESH,17.46,6,17.46,6,0,0,,19,,14174,110,,,
V02458,52713,14173,297192 FAN TIP 201,287.10,3,287.10,3,0,0,,19,,14173,110,,,
V02458,52713,14143,295624 VALVE CHECK R,82.80,4,82.80,4,0,0,,19,,14143,110,,,
V02458,52713,14175,297681 RETAINER SCREEN,85.20,10,85.20,10,0,0,,19,,14175,110,,,
V02458,52713,14138,295437 PACKING SEAL REAR,112.80,10,112.80,10,0,0,,19,,14138,110,,,
V02458,52713,31108,KIT GUN BLOCK,1147.20,2,1147.20,2,0,0,,19,,31108,110,,,
V02458,52713,12732,HOSESING1:13/8X3/850'CS,6300.00,5,6300.00,5,0,0,,19,,12732,110,,,
V02458,52713,2792,Fluid Temp Sensor,2211.00,5,2211.00,5,0,0,,19,,2792,110,,,
V02458,52713,13419,KIT REPAIR PUMP AXP1 A-SIDE,222.60,4,222.60,4,0,0,,19,,13419,110,,,
V02458,52713,14067,258770 KIT PISTON SEALS,502.20,6,502.20,6,0,0,,19,,14067,110,,,
V02458,52713,2197,Gauge Press Fluid,270.00,6,270.00,6,0,0,,19,,2197,110,,,
V02458,52713,2784,P2 Piston Lock Assy,345.00,5,345.00,5,0,0,,19,,2784,110,,,
V02458,52713,12791,KITHANDLE P2,2010.00,2,2010.00,2,0,0,,19,,12791,110,,,
V02458,52713,8956,Rod Connecting DROP SHIP,328.50,3,328.50,3,0,0,,19,,8956,110,,,
V02458,52713,13202,FITTING ELBOW MALE SWIVEL,62.10,5,62.10,5,0,0,,19,,13202,110,,,
V02458,52713,13769,15X622 GASKET HOUSING TO TANK,362.70,15,362.70,15,0,0,,19,,13769,110,,,
V02458,52713,3013,23971-00 Filter Screen,678.00,100,678.00,100,0,0,,19,,3013,110,,,
V02458,52713,2308,CHECK VALVE,189.12,8,189.12,8,0,0,,19,,2308,110,,,
V02891,52726,26783,Dibasic Ester Flush In 5 Gal Pail,129.60,80,129.60,80,0,0,,19,,26783,110,,,
V03105,52884,30445,UL GEO 491 COAT A (55 GALLON DRUM),6595.20,500,6595.20,500,0,0,,19,,30445,110,,,
V03105,52884,30450,UL GEO 491 COAT B INDUSTRIAL TAN,9552.90,500,9552.90,500,0,0,,19,,30450,110,,,
V03105,52884,30510,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,507.34,473,507.34,473,0,0,,19,,30510,110,,,
V03105,52884,30517,UL XT 66 HP 1:1 COAT B CLEAR DR,592.78,433,592.78,433,0,0,,19,,30517,110,,,
V03106,52737,22356,ENVIROSHIELD 1005 GLOSS BLACK**Package in (20) 5gallon pails with pourable spouts**,2228.50,100,2228.50,100,0,0,,19,,22356,110,,,
V02891,52738,31121,SE-611 "A" Isocyanate SE-500 RELABELED,1.00,500,1.00,500,0,0,,19,,31121,110,,,
V02891,52738,31120,SE-611 "B" RESIN PRETINTED P4365M TANSE-500B RELABELED AND PRETINTED,1.00,458,1.00,458,0,0,,19,,31120,110,,,
V00208,52757,25520,- KIT COMPLETECS T3AIR/FLUID- (2) PUMP T3 G24Z834-(2) HOSE COUPLED 10 FT G217382-(2) COUPLING SWIVEL G157785-(1) MANUAL INSTRUCTION,45815.60,40,45815.60,40,0,0,,2,,25520,110,,,
V00208,52757,21295,T3 GRACO CARBON STEEL PUMP (order in Quantities of 100) **Must email to: Anthony_R_Perrault@graco.com,10300.00,20,10300.00,20,0,0,,2,,21295,110,,,
V02345,52762,,Quote QC19655_9619 testing,11548.00,,11548.00,,0,0,,19,,,1097,,,
V02195,52789,26607,XS-350 "A" 490LB Drum,45197.60,39200,45197.60,39200,0,0,,2,,26607,110,,,
V02195,52790,26607,XS-350 "A" 490LB Drum,45197.60,39200,45197.60,39200,0,0,,2,,26607,110,,,
V02195,52796,26618,DURACHEM 500 SERIES ISOCYANATE  "A" 490LB Drum - RED DRUM,6779.64,5880,6779.64,5880,0,0,,2,,26618,110,,,
V02195,52796,26619,DURACHEM 500 SERIES RESIN "B" 435LB Drum - BLUE DRUM  ChemTrec CCN853060,10372.14,5220,10372.14,5220,0,0,,2,,26619,110,,,
V02195,52796,26606,XS-310 "A" 55 Gal Drum,6679.68,5880,6679.68,5880,0,0,,2,,26606,110,,,
V02195,52796,26610,XS-BK100 "B" In 55 Gal Drum,25532.76,19140,25532.76,19140,0,0,,2,,26610,110,,,
V02195,52808,26610,XS-BK100 "B" In 55 Gal Drum,46423.20,34800,46423.20,34800,0,0,,2,,26610,110,,,
V02195,52809,26610,XS-BK100 "B" In 55 Gal Drum,46423.20,34800,46423.20,34800,0,0,,2,,26610,110,,,
V02195,52810,26610,XS-BK100 "B" In 55 Gal Drum,46423.20,34800,46423.20,34800,0,0,,2,,26610,110,,,
V02195,52824,26604,XS-100 "A" In 55 Gal Drum,23108.40,19600,23108.40,19600,0,0,,2,,26604,110,,,
V02195,52824,26610,XS-BK100 "B" In 55 Gal Drum,23211.60,17400,23211.60,17400,0,0,,2,,26610,110,,,
V02195,52824,12855,NOTE:  Customer would like delivery on Friday 10/11 or Monday 10/14.Ship with KCH,.00,1,.00,1,0,0,,2,,12855,1867,,,
V01560,52840,26622,LX-1275 SURFACE CLEANER (55 GAL DRUM)4 DRUMS @ 381LBS PER,1466.68,1524,1466.68,1524,0,0,,2,,26622,110,,,
V02669,52841,31128,11 X 16" 3 MIL INDUSTRIAL POLY BAGS (1000 PER CASE),98.00,1000,98.00,1000,0,0,,19,,31128,1968,,,
V02195,52852,26604,XS-100 "A" In 55 Gal Drum,46216.80,39200,46216.80,39200,0,0,,2,,26604,110,,,
V02195,52853,26604,XS-100 "A" In 55 Gal Drum,46216.80,39200,46216.80,39200,0,0,,2,,26604,110,,,
V02195,52854,26604,XS-100 "A" In 55 Gal Drum,46216.80,39200,46216.80,39200,0,0,,2,,26604,110,,,
V02195,52855,26604,XS-100 "A" In 55 Gal Drum,46216.80,39200,46216.80,39200,0,0,,2,,26604,110,,,
V02195,52856,26604,XS-100 "A" In 55 Gal Drum,46216.80,39200,46216.80,39200,0,0,,2,,26604,110,,,
V03198,52870,13108,LINEXVIN# 1FD0X5HTXKED88458Note/Req: J450001001,1661.40,1,1661.40,1,0,0,,2,,13108,1892,,,
V02563,52891,31141,STANDARD THREADED CAP:LDPE BLUE 7/8-14STD THRD 0.625 TUBEOD:(Case Qty = 3500),1483.66,27000,1483.66,27000,0,0,,19,,31141,1083,,,
V02641,52895,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,52895,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02641,52903,31086,UL MPL 55 TOTE COAT A 250 GAL,16.20,21735,16.20,21735,0,0,,19,,31086,110,,,
V02641,52903,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,16.20,19602,16.20,19602,0,0,,19,,31087,110,,,
V03496,52907,13108,2019 RAM 1500 Classic 4X4 Quad CabVIN# 1C6RR7GT6KS614054Install Running Boards,237.50,1,237.50,1,0,0,,2,,13108,1892,,,
V03496,52907,13108,Install Tool Box,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V03496,52907,13108,Install Decals,332.50,1,332.50,1,0,0,,2,,13108,1892,,,
V02458,52909,12807,HOUSING THERM.VISC.HP,39.73,1,39.73,1,0,0,,19,,12807,110,,,
V02458,52909,2196,Thermometer 102124,152.60,1,152.60,1,0,0,,19,,2196,110,,,
V02458,52909,12009,PACKING O-RING 1.17 VIT,36.30,10,36.30,10,0,0,,19,,12009,110,,,
V02458,52909,31150,GUARD GAUGE WYE STRAINER PAINTED,16.50,1,16.50,1,0,0,,19,,31150,110,,,
V02458,52926,12444,KITMODULEGCA MCM2200FIO R2,576.00,1,576.00,1,0,0,,19,,12444,110,,,
V03880,52927,13108,2019 RAM 1500 Classic 4X4 VIN# 1C6RR7GT0KS614101Nerf Bars Tool BoxDecalsLabor(Equipment Supplied),570.00,1,570.00,1,0,0,,2,,13108,1892,,,
V02793,52935,31152,.5 LBS FOAM COAT A 5 GAL,.00,5,.00,5,0,0,,19,,31152,110,,,
V02793,52935,31153,.5 LBS FOAM COAT B 5 GAL,.00,5,.00,5,0,0,,19,,31153,110,,,
V02793,52935,31154,2 LBS FOAM COAT B 5 GAL,.00,10,.00,10,0,0,,19,,31154,110,,,
V02793,52935,31155,2 LBS FOAM COAT B 5 GAL (REGULAR),.00,10,.00,10,0,0,,19,,31155,110,,,
V02195,52940,12523,BLUE STEEL OPEN TOP DRUM,815.00,20,815.00,20,0,0,,2,,12523,1083,,,
V02195,52940,12522,TIGHT HEAD STEEL DRUM UNLINED FLAME RED 9RAL#3000 W/2" & 3/4" FITTINGS UN 1AA/A.2/250,808.00,20,808.00,20,0,0,,2,,12522,1083,,,
V02641,52945,31086,UL MPL 55 TOTE COAT A 250 GAL,16.20,21735,16.20,21735,0,0,,19,,31086,110,,,
V02641,52945,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,16.20,19602,16.20,19602,0,0,,19,,31087,110,,,
V02458,52956,3028,16810-00 Check Valve Housing,48.24,3,48.24,3,0,0,,19,,3028,110,,,
V02458,52956,3024,16811-01 Side Seal Probler,9.72,3,9.72,3,0,0,,19,,3024,110,,,
V02458,52956,31143,KITAIRVALVECONVERSIONADVNC,919.75,1,919.75,1,0,0,,19,,31143,110,,,
V02458,52956,12443,SENSORPRESSUREFLUIDOUTLET,1188.00,3,1188.00,3,0,0,,19,,12443,110,,,
V02458,52956,12677,KITINSERTMIX CHAMBER02,62.46,3,62.46,3,0,0,,19,,12677,110,,,
V02458,52956,13470,KIT HOSE WHIP,157.80,1,157.80,1,0,0,,19,,13470,110,,,
V02458,52956,2932,23963-00 Head Probler 2,1207.80,3,1207.80,3,0,0,,19,,2932,110,,,
V02458,52956,2666,50' Heated Hose,17226.00,11,17226.00,11,0,0,,19,,2666,110,,,
V02458,52956,2804,Pump Transfer 2:1,3357.00,3,3357.00,3,0,0,,19,,2804,110,,,
V02458,52961,12719,HOSEWHIPHTD1/4X1/410'CSS,13320.00,20,13320.00,20,0,0,,19,,12719,110,,,
V02458,52963,2666,50' Heated Hose,1566.00,1,1566.00,1,0,0,,19,,2666,110,,,
V02458,52964,29701,295542 GUN GX7A-1/90,17136.00,8,17136.00,8,0,0,,19,,29701,110,,,
V02458,52964,12644,KITREPAIRSEALS T1,856.80,12,856.80,12,0,0,,19,,12644,110,,,
V02458,52964,12735,KIT RETAINER,601.20,12,601.20,12,0,0,,19,,12735,110,,,
V00126,52971,26523,MEND-X Concrete Repair "B" In 55Gal Drum,3300.00,55,3300.00,55,0,0,,2,,26523,110,,,
V03106,52976,30270,COAT B QWIK LINER RESIN CLEAR**REQUIRE COA WITH SHIPMENT**,7456.10,4300,7456.10,4300,0,0,,19,,30270,110,,,
V03106,52976,30606,1150 CT SIDE B BLACK TOTE**REQUIRE COA WITH SHIPMENT**,35646.98,21500,35646.98,21500,0,0,,19,,30606,110,,,
V03106,52976,30804,Ultimate Bonding Agent Primer 55  GALLON,20497.37,1300,20497.37,1300,0,0,,19,,30804,110,,,
V03106,52976,30277,BEDLINER CONDITIONER,5745.00,500,5745.00,500,0,0,,19,,30277,110,,,
V03132,52980,17365,750 X750 ML QL CARTRIDGE (NEW PART NUMBER 7661453),11827.20,6720,11827.20,6720,0,0,,19,,17365,110,,,
V02458,52982,3013,23971-00 Filter Screen,678.00,100,678.00,100,0,0,,19,,3013,110,,,
V02458,52982,2937,23969-00 Spring,252.00,100,252.00,100,0,0,,19,,2937,110,,,
V02458,52982,2858,16832-00   8 Switch Assy Switch Air,1956.00,10,1956.00,10,0,0,,19,,2858,110,,,
V02458,52982,2929,23954-00 Insert,259.20,10,259.20,10,0,0,,19,,2929,110,,,
V02458,52982,8946,Swivel Union,273.60,40,273.60,40,0,0,,19,,8946,110,,,
V02458,53003,2656,Housing  Fluid Assy 246491,294.00,1,294.00,1,0,0,,19,,2656,110,,,
V02458,53003,2824,AR2929 With Drills,234.60,2,234.60,2,0,0,,19,,2824,110,,,
V02458,53003,13068,KITSPARE PARTSFUSION AP,798.00,1,798.00,1,0,0,,19,,13068,110,,,
V02458,53003,2656,Housing  Fluid Assy 246491,294.00,1,294.00,1,0,0,,19,,2656,110,,,
V03105,53004,,,.00,,.00,,0,0,,19,,,1899,,,
V03105,53004,,,.00,,.00,,0,0,,19,,,1899,,,
V03358,53005,,,.00,,.00,,0,0,,2,,,1144,,,
V03358,53005,,,1200.00,,1200.00,,0,0,,2,,,1144,,,
V03358,53005,,,750.00,,750.00,,0,0,,2,,,1144,,,
V03358,53005,,,300.00,,300.00,,0,0,,2,,,1144,,,
V03358,53005,,,525.00,,525.00,,0,0,,2,,,1144,,,
V03358,53005,2167,Resistance Test per AS 1334.9,250.00,1,250.00,1,0,0,,2,,2167,110,,,
V02458,53016,13931,24B546 KIT PIN,135.54,3,135.54,3,0,0,,19,,13931,110,,,
V02458,53016,25747,KIT HOUSING,902.24,8,902.24,8,0,0,,19,,25747,110,,,
V02458,53016,12786,SCREW SET,92.40,20,92.40,20,0,0,,19,,12786,110,,,
V02458,53023,31164,KIT REPAIR,139.50,1,139.50,1,0,0,,19,,31164,110,,,
V02458,53023,31165,HANDLE HOUSING PLASTIC,20.16,1,20.16,1,0,0,,19,,31165,110,,,
V02458,53023,31166,HOUSING FLUID SST,223.60,1,223.60,1,0,0,,19,,31166,110,,,
V02458,53023,31167,ADAPTER TUBE ASSY,84.60,1,84.60,1,0,0,,19,,31167,110,,,
V03105,53037,30602,UL XT 66 HP 1:1 COAT A 5 GAL PAIL,1544.16,1128,1544.16,1128,0,0,,19,,30602,110,,,
V03105,53037,30603,UL XT 66 HP 1:1 COAT B BLACK 5 GAL PAIL,1428.48,1032,1428.48,1032,0,0,,19,,30603,110,,,
V02458,53038,13807,17P758 SST POLY SIDE BLOCK,2001.00,5,2001.00,5,0,0,,19,,13807,110,,,
V02458,53038,3011,23958-00 Seal Kit P2,1956.00,200,1956.00,200,0,0,,19,,3011,110,,,
V02458,53038,12791,KITHANDLE P2,1005.00,1,1005.00,1,0,0,,19,,12791,110,,,
V02458,53038,31161,KIT REPAIR COOLER GRACO,55.13,1,55.13,1,0,0,,19,,31161,110,,,
V02458,53038,12267,KITORINGPUMP PROPORTIONER,46.80,1,46.80,1,0,0,,19,,12267,110,,,
V02458,53038,12920,KIT PIN CLEVIS,168.75,3,168.75,3,0,0,,19,,12920,110,,,
V02458,53038,12599,KIT RESERVOIR,142.20,2,142.20,2,0,0,,19,,12599,110,,,
V02458,53038,11448,KITFLTROIL18-23 PSI BY PASS,55.20,2,55.20,2,0,0,,19,,11448,110,,,
V02458,53038,2792,Fluid Temp Sensor,2211.00,5,2211.00,5,0,0,,19,,2792,110,,,
V02458,53038,2628,10' Heated Whip Hose 1/4",5472.00,10,5472.00,10,0,0,,19,,2628,110,,,
V02458,53038,2824,AR2929 With Drills,117.30,1,117.30,1,0,0,,19,,2824,110,,,
V02458,53038,2719,Quick Shot Grease Pk/10,849.00,200,849.00,200,0,0,,19,,2719,110,,,
V02458,53038,3013,23971-00 Filter Screen,678.00,100,678.00,100,0,0,,19,,3013,110,,,
V02458,53039,2842,ToolDrillHi-Speed.049,60.00,20,60.00,20,0,0,,19,,2842,110,,,
V02458,53039,2841,ToolDrillHi-Speed.035,60.00,20,60.00,20,0,0,,19,,2841,110,,,
V02458,53039,12678,KITMIX CHAMBERP2RND02,642.00,4,642.00,4,0,0,,19,,12678,110,,,
V02458,53039,9864,Fusion Grease 4 oz Tube,37.20,5,37.20,5,0,0,,19,,9864,110,,,
V02458,53039,2719,Quick Shot Grease Pk/10,42.45,10,42.45,10,0,0,,19,,2719,110,,,
V02891,53040,16191,PROLINE HD,5550.00,600,5550.00,600,0,0,,19,,16191,110,,,
V02891,53040,16193,REDLINE HD,3120.00,300,3120.00,300,0,0,,19,,16193,110,,,
V02891,53040,16190,FIBER LINE HD,2040.00,300,2040.00,300,0,0,,19,,16190,110,,,
V02891,53040,16195,TRUELINE H,9342.00,1080,9342.00,1080,0,0,,19,,16195,110,,,
V02676,53046,31168,Bedliner Conditioner Caps for 12oz bottles,812.00,11600,812.00,11600,0,0,,19,,31168,1083,,,
V03992,53057,13108,2019 RAM 1500 Classic 4X4 CCVIN# 1C6RR7TT6KS649635Ranch Hand Grill Guard; Legend Series Ram 1500: INSTALL,190.00,2,190.00,2,0,0,,2,,13108,1892,,,
V03992,53057,13108,Tonneau Cover; Truxedo; RAM 6' 4" bed Top Mount: INSTALL,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V03992,53057,13108,Tiger Tough Seat Covers - Front bucket seats Back: INSTALL,23.75,.25,23.75,.25,0,0,,2,,13108,1892,,,
V03992,53057,13108,Husky Floor Liner: INSTALL ,23.75,.25,23.75,.25,0,0,,2,,13108,1892,,,
V03992,53057,13108,.5LB Fire Extinguisher Mounted Under Driver Side Rear Seat: INSTALL,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V03992,53057,13108,Cooper Discoverer S/T Maxx LT275/65R20: INSTALL,142.50,1.5,142.50,1.5,0,0,,2,,13108,1892,,,
V03992,53057,13108,Pickup and Drop Off // Transportation,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V02458,53067,3013,23971-00 Filter Screen,406.80,60,406.80,60,0,0,,19,,3013,110,,,
V02458,53067,12732,HOSESING1:13/8X3/850'CS,3780.00,3,3780.00,3,0,0,,19,,12732,110,,,
V02458,53067,12719,HOSEWHIPHTD1/4X1/410'CSS,1998.00,3,1998.00,3,0,0,,19,,12719,110,,,
V02458,53067,2307,CHECK VALVE INLET,70.92,3,70.92,3,0,0,,19,,2307,110,,,
V02458,53067,13806,17P755 SST ISO SIDE BLOCK,2001.00,5,2001.00,5,0,0,,19,,13806,110,,,
V02458,53067,13807,17P758 SST POLY SIDE BLOCK,2001.00,5,2001.00,5,0,0,,19,,13807,110,,,
V02458,53068,13111,PACKING O-RING FX75,16.02,1,16.02,1,0,0,,19,,13111,110,,,
V02458,53068,12615,CAP FILTER,30.00,1,30.00,1,0,0,,19,,12615,110,,,
V02458,53068,12808,LG1/4MP W/ HEX HD,4.32,2,4.32,2,0,0,,19,,12808,110,,,
V02458,53068,9864,Fusion Grease 4 oz Tube,7.44,1,7.44,1,0,0,,19,,9864,110,,,
V02458,53068,2704,23974-07 Side Seal O-Ring Kit Pk/6,27.12,1,27.12,1,0,0,,19,,2704,110,,,
V02458,53068,2557,Throat Seal Liquid 1 Gal,69.90,1,69.90,1,0,0,,19,,2557,110,,,
V03105,53072,30419,AG XT 77 HP 1:1 COAT A DRUM 55 GALLONS**PROBOX LABEL**,5978.72,4730,5978.72,4730,0,0,,19,,30419,110,,,
V03105,53072,30421,AG XT 77 COAT B BLACK 55 GAL DRUM**PROBOX LABEL**,5654.50,4300,5654.50,4300,0,0,,19,,30421,110,,,
V02458,53076,13802,171860 GASKET SEAT,23.16,4,23.16,4,0,0,,19,,13802,110,,,
V02458,53076,13656,117517 ORING P2 AIR CAP,22.20,4,22.20,4,0,0,,19,,13656,110,,,
V02458,53076,12679,O-RING,16.32,4,16.32,4,0,0,,19,,12679,110,,,
V02458,53076,12926,BEARINGSEAL,25.26,1,25.26,1,0,0,,19,,12926,110,,,
V02458,53076,13979,24E505 KIT ORIFICE BLOCK,208.80,1,208.80,1,0,0,,19,,13979,110,,,
V02458,53076,13967,24D225 KIT ORIFICE ADJ 1/4   ISO,95.40,1,95.40,1,0,0,,19,,13967,110,,,
