VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__,ItemCategory__,Location__,Customer__,CustomerId__
V02458,48344,1,295680 STOP TWO-POSITION,1227.60,6,1227.6,6,0,0,,19,204.60,G295680,110,,,,,Texas : UL OffSite Inventory,SUPPORTWORKS SUPPLY INC,U3553
V02458,48344,2,Freight Charge,24.52,1,,,0,0,,19,24.52,Freight - UL,1767,,,,Freight : Direct,Texas : UL OffSite Inventory,,
V02458,48356,1,Pg-19 Spring,2.52,1,2.52,1,0,0,,19,2.52,GC2341,110,,,,,Texas : UL OffSite Inventory,HOWARD BENTLEY,U2921
V02458,48356,2,23961-00 Front Tip,33.60,1,33.6,1,0,0,,19,33.60,GC1914,110,,,,,Texas : UL OffSite Inventory,HOWARD BENTLEY,U2921
V02458,48356,3,ADAPTERPOUR,49.20,1,49.2,1,0,0,,19,49.20,GC2343,110,,,,,Texas : UL OffSite Inventory,HOWARD BENTLEY,U2921
V02458,48356,4,Freight Charge,10.61,1,,,0,0,,19,10.61,Freight - UL,1767,,,,Freight : Direct,Texas : UL OffSite Inventory,,
V02594,48375,1,2" KC NIPPLE - CARBON STEEL,23.36,8,23.36,8,0,0,,19,2.92,Z-ST25,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02594,48375,2,3/4" CARBON STEEL NIPPLE,12.00,8,12,8,0,0,,19,1.50,Z-ST5,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02243,48404,1,Throat Seal Fluid 1 Qt,20.494,1,,,0,0,,18,20.49920137,G206995,110,,,.00,Equipment : Machine Parts : Misc Parts,Netherlands : Almer - Distribution,,
V02243,48404,2,Fusion Grease 4 oz Tube,7.217,1,,,0,0,,18,7.22061421,G118665,110,,,.00,Equipment : Machine Parts : Misc Parts,Netherlands : Almer - Distribution,,
V02243,48404,3,VAT,.00,-1,,,0,0,,18,.00,UNDEF-NL,1926,,,,,Netherlands : Almer - Distribution,,
V02658,48420,1,Ordered by Andy Puckett for Geo Spray,663.55,,,,0,0,,19,,,1084,,,,,Texas : UL Houston - Distribution,,
V02658,48420,2,,54.75,,,,0,0,,19,,,1140,,,,,Texas : UL Houston - Distribution,,
V00821,48496,1,Cargo Plug for GM Spray in Bedliner,3600.00,36000,3600,36000,0,0,,2,.10,GMPLUG,110,,,,Supplies : Other,Alabama : Huntsville-Distribution,,
V03700,48556,1,2018 Chevrolet Express 2500VIN# 1GCWGAFP4J1335662Worldwide TechservicesInstallationLadder Rack Brackets,251.75,1,,,0,0,,2,251.75,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V02229,48561,1,,65.924,,,,0,0,,12,,,3290,,,-10.548,,,,
V02229,48561,2,IVA,10.31,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V02229,48564,1,,59.931,,,,0,0,,12,,,3290,,,-9.589,,Mexico,,
V02229,48564,2,,59.931,,,,0,0,,12,,,3290,,,-9.589,,Mexico,,
V02229,48564,3,IVA,18.746,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,Mexico,,
V02229,48567,1,,119.862,,,,0,0,,12,,,3290,,,-19.178,,Mexico,,
V02229,48567,2,,89.896,,,,0,0,,12,,,3290,,,-14.383,,Mexico,,
V02229,48567,3,,179.793,,,,0,0,,12,,,3290,,,-28.767,,Mexico,,
V02229,48567,4,,179.793,,,,0,0,,12,,,3290,,,-28.767,,Mexico,,
V02229,48567,5,IVA,89.044,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,Mexico,,
V00482,48588,5,,350.00,,,,0,0,,2,,,1083,,,,,Alabama : Off Site Inventory,,
V00482,48588,6,,397.00,,,,0,0,,2,,,1083,,,,,Alabama : Off Site Inventory,,
V00482,48588,7,,1588.00,,,,0,0,,2,,,1083,,,,,Alabama : Off Site Inventory,,
V00482,48588,8,,484.00,,,,0,0,,2,,,1083,,,,,Alabama : Off Site Inventory,,
V03392,48589,1,HIGH PRESSURE HOSE WITH FITTINGS (SPR MAXI GUARDIAN 6000 12000),.00,1,0,1,0,0,,19,.00,P-000007,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V03105,48611,1,X50-9602 COAT A GALLON,.00,1,0,1,0,0,,19,.00,CUSTOM PART,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Bedford - Distribution,LIGHTNING TECHNOLOGIES - Main Coating Line,U3556
V03105,48611,2,X50-9602 COAT B GALLON,.00,1,0,1,0,0,,19,.00,CUSTOM PART,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Bedford - Distribution,LIGHTNING TECHNOLOGIES - Main Coating Line,U3556
V03693,48615,1,2018 Chevrolet Express 2500VIN# 1GCWGAFP4J1285006Worldwide TechservicesInstallationLadder Rack Brackets,251.75,1,,,0,0,,2,251.75,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03105,48628,1,UL STAINGUARD 8183 COAT A 1 GALLON CAN,.00,1,0,1,0,0,,19,.00,CO-ULSG8183A-1,110,,,,Coatings : Polyaspartic,Texas : UL Bedford - Distribution,POLY STONE - KANSAS CITY,U3115
V03105,48628,2,UL STAINGUARD 8183 COAT B CLEAR 1 GALLON CAN,.00,1,0,1,0,0,,19,.00,CO-ULSG8183B-1,110,,,,Coatings : Polyaspartic,Texas : UL Bedford - Distribution,POLY STONE - KANSAS CITY,U3115
V03288,48639,1,Andy Ibarra,1459.50,,,,0,0,,19,,,1899,,,,,Texas : UL Houston - Distribution,,
V02793,48657,1,2 LBS FOAM COAT A 55 GAL DRUM 500LB NET,.00,1000,0,1000,0,0,,19,.00,ZZZ-C-455004,110,,,,Foam,Texas : UL Houston - Distribution,,
V02793,48657,2,2 lb foam b side fall spring or regular (FALL SPRING OR REGULAR,.00,1000,0,1000,0,0,,19,.00,ZZZ-C-455004-2,110,,,,Foam,Texas : UL Houston - Distribution,,
V02793,48657,3,NOTE:  sent at no cost as agreed between mike bishop deepak & barry REF UPC BL# 13118,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02793,48658,1,2 LBS FOAM COAT A 55 GAL DRUM 500LB NET,.00,500,0,500,0,0,,19,.00,ZZZ-C-455004,110,,,,Foam,Texas : UL Houston - Distribution,,
V02793,48658,2,2 lb foam b side fall spring or regular (FALL SPRING OR REGULAR,.00,500,0,500,0,0,,19,.00,ZZZ-C-455004-2,110,,,,Foam,Texas : UL Houston - Distribution,,
V02793,48658,3,NOTE:  shipped from GCMC at NC on BL# 13123 ,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02793,48661,1,2 LBS FOAM COAT A 55 GAL DRUM 500LB NET,.00,500,0,500,0,0,,19,.00,ZZZ-C-455004,110,,,,Foam,Texas : UL Houston - Distribution,,
V02793,48661,2,2 lb foam b side fall spring or regular (FALL SPRING OR REGULAR,.00,500,0,500,0,0,,19,.00,ZZZ-C-455004-2,110,,,,Foam,Texas : UL Houston - Distribution,,
V02793,48661,3,NOTE:  Deepak sent replacement for SO # 133847 as agreed between Bishop & Deepak at NC to UL ,.00,1,0,1,0,0,,19,.00,NOTE,1867,,,,Supplies,Texas : UL Houston - Distribution,,
V02226,48692,1,,3219.517,,,,0,0,,12,,,2919,,,.00,,Mexico,,
V02226,48692,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,Mexico,,
V02594,48702,1,3/8" MALE JIC X 1/4" MNPT 90 ELBOW,1.37,1,1.37,1,0,0,,19,1.37,F-2501-6-4,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V02197,48741,1,,3580.751,,,,0,0,,12,,,3290,,,-572.92,,,,
V02197,48741,2,IVA,560.022,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03177,48785,1,Modular Cabinet 28"x28"x60"; 11 Drawers with Dividers - NEW (4 Total Cabinets),5714.44,,,,0,0,,19,,,1350,,,,Equipment,Texas : UL Houston - Distribution,,
V03177,48785,2,Local Delivery Fee,175.00,,,,0,0,,19,,,1310,,,,Freight : Inbound,Texas : UL Houston - Distribution,,
V02586,48790,1,34D503 1"W PTFE Thread Sealant Tape White 520" Length (5 Rolls),10.00,,,,0,0,,19,,,1899,,,,Supplies : Other,Texas : UL Houston - Distribution,,
V02586,48790,2,6FGZ2 Traffic Cone 28" Cone Height Orange PVC (4 Cones),51.68,,,,0,0,,19,,,1899,,,,Supplies : Other,Texas : UL Houston - Distribution,,
V02586,48790,3,1EKE8 Utility Funnel Flow Capacity 64 oz.,4.56,,,,0,0,,19,,,1899,,,,Supplies : Other,Texas : UL Houston - Distribution,,
V02586,48790,4,Tax,5.47,,,,0,0,,19,,,551,,,,,Texas : UL Houston - Distribution,,
V03664,48851,1,2019 RAM 1500 Classic 4x4 CCVIN# 1C6RR7ST7KS599703Decals Tailgate Lock Nerf Bars GPS Geotab GPS Labor,313.50,1,,,0,0,,2,313.50,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03253,48861,1,,8982.279,,,,0,0,,12,,,3286,,,-1437.165,,,,
V03253,48861,2,IVA,1388.493,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03253,48862,1,,380.605,,,,0,0,,12,,,3286,,,-60.897,,,,
V03253,48862,2,IVA,58.834,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V02226,48876,1,,1104.664,,,,0,0,,12,,,2919,,,.00,,Mexico,,
V02226,48876,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,Mexico,,
V02998,48891,1,60" X 100' PREMIUM FILM ROLL - 20%,5088.00,30,5088,30,0,0,,19,169.60,T-AGFG60-20,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,2,60" X 100' PREMIUM FILM ROLL - 35%,6784.00,40,6784,40,0,0,,19,169.60,T-AGFG60-35,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,3,72" X 100' PREMIUM FILM ROLL - 20%,10176.00,50,10176,50,0,0,,19,203.52,T-AGFG72-20,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,4,72" X 100' PREMIUM FILM ROLL - 35%,12211.20,60,11804.16,58,0,0,,19,203.52,T-AGFG72-35,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,5,72" X 100' PREMIUM FILM ROLL - 5%,6105.60,30,4884.48,24,0,0,,19,203.52,T-AGFG72-05,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,10,60" X 100' PREMIUM CERAMIC FILM ROLL - 50%,7950.00,20,7950,20,0,0,,19,397.50,T-AGFGIR60-50,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,11,60" X 100' PREMIUM CERAMIC FILM ROLL - 5%,11925.00,30,8347.5,21,0,0,,19,397.50,T-AGFGIR60-05,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,12,60" X 100' PREMIUM CERAMIC FILM ROLL - 18%,11925.00,30,11925,30,0,0,,19,397.50,T-AGFGIR60-18,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,13,60" X 100' PREMIUM CERAMIC TINT ROLL - 38%,15900.00,40,14707.5,37,0,0,,19,397.50,T-AGFGIR60-38,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,14,60" X 100" PREMIUM CERAMIC FILM ROLL - 86%,11925.00,30,7950,20,0,0,,19,397.50,T-AGFGIR60-86,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,15,72" X 100' PREMIUM CERAMIC ROLL - 38%,57240.00,120,38160,80,0,0,,19,477.00,T-AGFGIR72-38,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,16,72" X 100' PREMIUM CERAMIC FILM ROLL - 50%,57240.00,120,51516,108,0,0,,19,477.00,T-AGFGIR72-50,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,17,72" X 100' PREMIUM CERAMIC ROLL - 18%,57240.00,120,29574,62,0,0,,19,477.00,T-AGFGIR72-18,110,,,,Film,Texas : UL Houston - Distribution,,
V02998,48891,18,60" X 100' PREMIUM CERAMIC FILM ROLL - 18%,23850.00,60,23850,60,0,0,,19,397.50,T-AGFGIR60-18,110,,,,Film,Texas : UL Houston - Distribution,,
V03149,48905,1,,42.069,,,,0,0,,12,,,3292,,,-6.731,,Mexico,,
V03149,48905,2,IVA,6.503,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,Mexico,,
V02193,48906,1,,4576.223,,,,0,0,,12,,,3286,,,-732.195,,,,
V02193,48906,3,IVA,707.398,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V02226,48931,1,,7874.246,,,,0,0,,12,,,2919,,,.00,,,,
V02226,48931,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03579,49047,1,LINE-X HORZ. DOOR - LINE-X DROP DOWN HORZ. DOORVIN # N/ANote: NOV,342.00,4,,,0,0,,2,85.50,National Account,1892,,,,National Accounts,Alabama : Huntsville-Corporate,,
V03792,49069,1,,20952.333,,,,0,0,,12,,,3290,,,-3352.373,,Mexico,,
V03792,49069,2,IVA,3238.839,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,Mexico,,
V02458,49090,1,21830-00 Switchpressurehigh,488.40,2,488.4,2,0,0,,19,244.20,GC0805,110,,,,,Texas : UL Houston - Distribution,Protemax S.R.LTDA,U3945
V03149,49098,1,,3048.858,,,,0,0,,12,,,3285,,,-487.817,,Mexico,,
V03149,49098,3,IVA,471.296,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,Mexico,,
V02314,49155,1,SPRING CHECK VALVE,8.484,5,8.4840917712732,5,0,0,,12,1.69681835,GRACO117490,3705,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,2,VALVE CHECK INLET,90.65,4,90.65036360356992,4,0,0,,12,22.6625909,GRACO118432,3710,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,3,BOLT SPECIAL5/16-24,54.068,5,54.0681102711648,5,0,0,,12,10.81362205,GRACO15B221,3730,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,4,KIT GUNCLEANINGFUSION,370.999,6,370.999267286184,6,0,0,,12,61.83321121,GRACO15D546,3743,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,5,KIT REPAIR A CARTRIDGE,667.511,11,606.828258894456,10,0,0,,12,60.68282589,GRACO246349,3776,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,6,KIT REPAIR B CARTRDIGE,667.511,11,667.5110847839016,11,0,0,,12,60.68282589,GRACO246350,3777,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,7,KIT REPAIR CHECK VALVE ASSY,550.46,11,550.4593779734544,11,0,0,,12,50.04176163,GRACO246352,3778,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,8,KIT REPAIR CHECK VALVE ISO,500.418,10,500.417616339504,10,0,0,,12,50.04176163,GRACO246731,3796,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,9,KIT BULKSIDE SEAL HSG ORING,368.555,11,368.5546984707324,11,0,0,,12,33.50497259,GRACO248130,3819,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,10,KIT BULKAIR CAP SMALL ORING,301.631,12,301.63103219360448,12,0,0,,12,25.13591935,GRACO248131,3820,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,11,TIP SPRAYAP638,386.529,6,386.5294691725824,6,0,0,,12,64.4215782,GRACOFT0638,3904,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,13,SWITCH REED W/CABLE,71.324,2,71.3238901449408,2,0,0,,12,35.66194507,GRACO117770,4243,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,14,KIT MAGNET DISC,25.999,2,25.99870834315584,2,0,0,,12,12.99935417,GRACO24K982,4244,,,.00,Equipment : Machine Parts : Misc Parts,,,
V02314,49155,15,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03111,49190,1,,1744.916,,,,0,0,,12,,,2919,,,.00,,,,
V03111,49190,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V01002,49222,1,,142.53,,,,0,0,,2,,,1084,,,,,Blending,,
V03024,49314,1,$0.25/GA Royalty to Matlor from GEO 491 sales to Butch's Oilfield Services - 1st QTR 2019,2250.00,1,0,0,0,0,,19,2250.00,$0.25/GA Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,2,$0.25/GA Royalty to Matlor from GEO 491 sales to Butch's Oilfield Services - 2nd QTR 2019,.01,1,.01,1,0,0,,19,.01,$0.25/GA Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,3,$0.25/GA Royalty to Matlor from GEO 491 sales to Butch's Oilfield Services - 3rd QTR 2019,.01,1,.01,1,0,0,,19,.01,$0.25/GA Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,4,$0.25/GA Royalty to Matlor from GEO 491 sales to Butch's Oilfield Services - 4th QTR 2019,.01,1,0,0,0,0,,19,.01,$0.25/GA Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,5,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Feb 2019,1000.00,1,1000,1,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,6,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Mar 2019,1000.00,1,1000,1,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,7,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - April 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,8,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - May 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,9,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - June 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,10,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - July 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,11,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Aug 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,12,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Sep 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,13,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Oct 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,14,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Nov 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03024,49314,15,$1000 Royalty to Matlor from GEO Robot Rental to Butch's Oilfield Services - Dec 2019,2000.00,2,2000,2,0,0,,19,1000.00,$1000 Royalty to Matlor,1962,,,,Fees - Licenses,Texas : UL Houston - Distribution,,
V03253,49340,1,,359.65,,,,0,0,,12,,,3286,,,-57.544,,,,
V03253,49340,2,IVA,55.595,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03253,49341,1,,15.24,,,,0,0,,12,,,3286,,,-2.438,,,,
V03253,49341,2,IVA,2.356,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03149,49343,1,,315.519,,,,0,0,,12,,,3285,,,-50.483,,,,
V03149,49343,2,IVA,48.773,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03800,49357,1,,7.099,,,,0,0,,12,,,3282,,,.00,,,,
V03800,49357,2,,40.35,,,,0,0,,12,,,3283,,,.00,,,,
V03800,49357,3,,54.605,,,,0,0,,12,,,3257,,,.00,,,,
V03800,49357,4,,17.136,,,,0,0,,12,,,3266,,,.00,,,,
V03800,49357,5,,7.978,,,,0,0,,12,,,3254,,,.00,,,,
V03800,49357,6,,16.651,,,,0,0,,12,,,2924,,,.00,,,,
V03800,49357,7,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03801,49359,1,,28.502,,,,0,0,,12,,,3269,,,.00,,,,
V03801,49359,2,,58.793,,,,0,0,,12,,,3283,,,.00,,,,
V03801,49359,3,,.385,,,,0,0,,12,,,3282,,,.00,,,,
V03801,49359,4,,8.162,,,,0,0,,12,,,2924,,,.00,,,,
V03801,49359,5,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03802,49360,1,PUBLICACION EN EL NORTE,262.932,,,,0,0,,12,,,3285,,,-42.069,,,,
V03802,49360,2,IVA,40.644,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V02226,49383,1,,14786.275,,,,0,0,,12,,,2919,,,.00,,,,
V02226,49383,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03111,49384,1,,1244.532,,,,0,0,,12,,,2919,,,.00,,,,
V03111,49384,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V02197,49389,1,,3313.518,,,,0,0,,12,,,3290,,,-530.163,,Mexico,,
V02197,49389,2,IVA,512.208,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,Mexico,,
V03803,49391,1,,25.403,,,,0,0,,12,,,2912,,,.00,,,,
V03803,49391,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V02195,49398,1,XS-200 RESIN NATURAL - 5 GAL PAIL,55.12,40,,,0,0,,2,1.378,Custom Color,110,,,,Pigments,Alabama : Huntsville-Distribution,,
V03804,49406,1,VIATICOS A GUATEMALA,279.43,,,,0,0,,12,,,2904,,,.00,,,,
V03804,49406,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03803,49408,1,VIATICOS A GUATEMALA,254.028,,,,0,0,,12,,,2912,,,.00,,,,
V03803,49408,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03805,49473,1,,1808.927,,,,0,0,,12,,,3472,,,.00,,,,
V03805,49473,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03806,49475,1,,213.066,,,,0,0,,12,,,3272,,,-34.091,,,,
V03806,49475,2,IVA,32.936,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03807,49476,1,,80.965,,,,0,0,,12,,,3255,,,-12.955,,,,
V03807,49476,2,IVA,12.516,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03808,49479,1,,184.959,,,,0,0,,12,,,3270,,,-29.594,,,,
V03808,49479,2,IVA,28.591,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03809,49480,1,,74.936,,,,0,0,,12,,,3289,,,-11.99,,,,
V03809,49480,2,IVA,11.584,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03810,49481,1,,452.244,,,,0,0,,12,,,3285,,,-72.359,,,,
V03810,49481,2,IVA,69.908,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03811,49482,1,,368.105,,,,0,0,,12,,,3290,,,-58.897,,,,
V03811,49482,2,IVA,56.902,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03771,49509,2,Freight Charge - Please prepay and add.,143.00,1,143,1,0,0,,2,143.00,Freight,1767,,,,Freight : Direct,Alabama : Off Site Inventory,,
V03771,49509,3,NOTE:   REVISED PO FOR # A469542,.00,1,0,1,0,0,,2,.00,NOTE,1867,,,,Supplies,Alabama : Off Site Inventory,,
V03771,49509,4,Luxor MMGB6040 60" W x 40" H Double-sided mobile magnetic glass marker board - Drop ship,403.35,1,403.35,1,0,0,,2,403.35,A-MMGB6040,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Off Site Inventory,,
V03771,49509,5,,32.78,,,,0,0,,2,,,1140,,,,,Alabama : Off Site Inventory,,
V03813,49534,1,,435.989,,,,0,0,,12,,,3293,,,-69.758,,,,
V03813,49534,2,IVA,67.396,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03814,49536,1,,457.355,,,,0,0,,12,,,3293,,,-73.177,,Mexico,,
V03814,49536,2,IVA,70.698,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03814,49537,1,,231.652,,,,0,0,,12,,,3293,,,-37.065,,Mexico,,
V03814,49537,2,IVA,35.809,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03745,49542,1,2019 FORD F150 S/CREWBAKFLIP G2 TONNEAU COVERVIN: 1FTEW1EP4KKD58564Factory Order #: 2635,855.00,1,,,0,0,,2,855.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03745,49542,2,LABOR,57.00,1,,,0,0,,2,57.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03815,49594,1,,262.932,,,,0,0,,12,,,3285,,,-42.069,,Mexico,,
V03815,49594,2,IVA,40.644,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03105,49601,1,TCS 357 M SIDE B BLACK,850.00,50,850,50,0,0,,19,17.00,C-DAGXT0623B-BL,110,,,,Chemical : PurePoly,Texas : UL Bedford - Distribution,MATLOR LLC,G0393
V03105,49601,2,TCS 357 M  SIDE B CLEAR,850.00,50,850,50,0,0,,19,17.00,C-DAGXT0623B-CL,110,,,,Chemical : PurePoly,Texas : UL Bedford - Distribution,MATLOR LLC,G0393
V03105,49601,3,TCS 327 M  SIDE A DRUM,1700.00,100,1700,100,0,0,,19,17.00,C-DAGXT0623A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,MATLOR LLC,G0393
V03816,49605,1,,.421,,,,0,0,,12,,,3261,,,-.067,,Mexico,,
V03816,49605,2,IVA,.065,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03816,49606,1,,.002,,,,0,0,,12,,,3282,,,.00,,Mexico,,
V03816,49606,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03817,49608,1,,100.278,,,,0,0,,12,,,3266,,,-16.045,,Mexico,,
V03817,49608,2,IVA,15.501,-1,,,0,0,,12,.81288832,IVA 16%,2923,,,,,,,
V03827,49620,1,,101.611,,,,0,0,,12,,,4112,,,.00,,Mexico,,
V03827,49620,2,IVA,.00,-1,,,0,0,,12,.00,UNDEF-MX,1912,,,,,,,
V03828,49621,1,,51.836,,,,0,0,,12,,,3258,,,-8.294,,Mexico,,
