Account__,Description__,CompanyCode__,Allocable1__,Allocable2__,Allocable3__,Allocable4__,Allocable5__,Group__,Manager__
1774,6630 Cost of Goods Sold : Equipment & Other COS : Aspart-X COGS,3,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,6,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,19,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,5,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,14,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,12,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,2,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,3,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,17,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,9,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,7,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,1,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,13,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,18,,,,,,,
1872,6639 Cost of Goods Sold : Gross Chemicals COGS : Ultra COGS,11,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,3,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,13,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,17,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,2,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,7,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,9,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,12,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,5,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,6,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,19,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,1,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,18,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,11,,,,,,,
1775,6640 Cost of Goods Sold : Gross Chemicals COGS : Premium COGS,14,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,3,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,7,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,11,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,2,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,14,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,18,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,17,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,6,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,12,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,19,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,13,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,5,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,1,,,,,,,
1776,6650 Cost of Goods Sold : Equipment & Other COS : Foam COGS,9,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,17,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,13,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,18,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,5,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,6,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,7,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,19,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,1,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,9,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,12,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,2,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,14,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,3,,,,,,,
1777,6660 Cost of Goods Sold : Equipment & Other COS : Company Owned Store COGS,11,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,7,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,13,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,18,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,19,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,9,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,11,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,6,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,3,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,5,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,12,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,2,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,14,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,1,,,,,,,
1778,6670 Cost of Goods Sold : Equipment & Other COS : Other COGS,17,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,2,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,6,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,9,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,11,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,19,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,1,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,14,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,17,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,18,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,12,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,5,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,7,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,13,,,,,,,
1779,6680 Cost of Goods Sold : Gross Chemicals COGS : Force Mitigation COGS,3,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,2,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,6,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,11,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,19,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,1,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,12,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,9,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,13,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,17,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,14,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,5,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,3,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,7,,,,,,,
1028,6700 Expenses : Selling Expense : Commissions,18,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,3,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,17,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,5,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,9,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,13,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,18,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,6,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,2,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,7,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,1,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,12,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,11,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,19,,,,,,,
1029,6701 Expenses : Selling Expense : Franchise Pass-Thru,14,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,7,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,6,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,19,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,1,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,13,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,11,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,9,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,18,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,2,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,14,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,5,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,3,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,17,,,,,,,
1962,6703 Expenses : Selling Expense : Royalties,12,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,14,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,11,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,6,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,3,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,12,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,2,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,18,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,19,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,13,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,17,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,5,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,7,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,9,,,,,,,
1030,6705 Expenses : Selling Expense : Installation,1,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,17,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,1,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,12,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,11,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,6,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,2,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,5,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,13,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,9,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,3,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,19,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,18,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,7,,,,,,,
1031,6710 Expenses : Selling Expense : Training Allocation,14,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,6,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,5,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,17,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,11,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,9,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,7,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,1,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,18,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,14,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,12,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,2,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,13,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,3,,,,,,,
1032,6715 Expenses : Selling Expense : Legal Allocation,19,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,17,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,2,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,5,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,19,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,12,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,3,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,7,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,6,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,11,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,14,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,1,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,9,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,13,,,,,,,
1033,6720 Expenses : Selling Expense : Bad Debt Allowance,18,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,3,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,5,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,13,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,17,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,2,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,7,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,14,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,12,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,1,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,19,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,6,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,11,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,18,,,,,,,
1034,6725 Expenses : Selling Expense : Credit & Collection,9,,,,,,,
1035,6800 CoOp,17,,,,,,,
1035,6800 CoOp,1,,,,,,,
1035,6800 CoOp,18,,,,,,,
1035,6800 CoOp,9,,,,,,,
1035,6800 CoOp,3,,,,,,,
1035,6800 CoOp,14,,,,,,,
1035,6800 CoOp,2,,,,,,,
1035,6800 CoOp,7,,,,,,,
1035,6800 CoOp,6,,,,,,,
1035,6800 CoOp,5,,,,,,,
1035,6800 CoOp,13,,,,,,,
1035,6800 CoOp,12,,,,,,,
1035,6800 CoOp,11,,,,,,,
1035,6800 CoOp,19,,,,,,,
4574,68001 Expenses : Advertising : Advertising (IXS Coatings M&I),19,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),12,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),18,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),1,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),13,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),3,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),2,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),17,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),14,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),11,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),9,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),7,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),19,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),5,,,,,,,
4575,68002 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - UL P&L (Trade Shows),6,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,11,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,2,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,3,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,13,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,12,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,5,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,7,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,19,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,17,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,6,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,1,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,9,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,14,,,,,,,
4576,68003 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Digital/Social,18,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,7,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,9,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,2,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,18,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,13,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,11,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,19,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,17,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,5,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,1,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,14,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,12,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,6,,,,,,,
4577,68004 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - PR/Media,3,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,5,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,2,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,18,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,17,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,1,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,9,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,14,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,11,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,12,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,13,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,6,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,19,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,7,,,,,,,
4578,68005 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Co-Branding/Sponsorships,3,,,,,,,
4579,68006 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - New Materials - video case studies,19,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,11,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,5,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,7,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,1,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,6,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,12,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,18,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,13,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,2,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,19,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,3,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,17,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,9,,,,,,,
4580,68007 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Print Advertising,14,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,7,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,12,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,2,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,1,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,14,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,18,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,17,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,13,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,11,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,9,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,5,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,19,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,3,,,,,,,
4581,68008 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Promo Materials,6,,,,,,,
4582,68009 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Website,19,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,5,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,1,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,18,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,13,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,14,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,9,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,12,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,11,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,7,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,6,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,2,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,17,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,3,,,,,,,
1870,6801 Expenses : Advertising : AdFund Income Offset,19,,,,,,,
4583,68011 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Addt'l Trade Shows,19,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,12,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,14,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,1,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,2,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,7,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,5,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,18,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,17,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,9,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,3,,,,,,,
4584,68012 Expenses : Advertising : Advertising (IXS Coatings M&I) : IXS - Misc. Opportunity,13,,,,,,,
